City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
348,Alta Floresta,BR,75.51,overcast clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
349,Mayo,US,75.29,clear sky,38.8876,-76.5119,Resorts Resource Group International
350,Mezen,RU,55.74,overcast clouds,65.8522,44.24,Gostevoy Dom Everest
351,Bayan,CN,64.58,light rain,46.0833,127.4,Wanhao Inn
353,Quthing,LS,44.02,overcast clouds,-30.4,27.7003,Mountainside Hotel
354,Bairnsdale,AU,55.06,scattered clouds,-37.8333,147.6167,Town Central Motel
355,Dulce Nombre De Culmi,HN,79.03,overcast clouds,15.1,-85.5333,Hotel Zuniama
356,Eslov,SE,54.27,broken clouds,55.8393,13.3039,Stensson
357,Kupino,RU,70.2,clear sky,54.3663,77.2981,Hotel Sibiria Inn
358,Saint-Pierre,RE,71.91,light rain,-21.3393,55.4781,Alize Plage
359,Verkh-Usugli,RU,69.91,clear sky,52.7,115.1667,"Gostinitsa ""Sever"""
361,Dzaoudzi,YT,76.89,few clouds,-12.7887,45.2699,Le Rocher
362,La Asuncion,VE,78.4,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
363,Maceio,BR,72.84,scattered clouds,-9.6658,-35.7353,Hotel Ponta Verde Maceió
364,Grinnell,US,82.38,clear sky,41.743,-92.7224,"Country Inn & Suites by Radisson, Grinnell, IA"
365,Hobyo,SO,78.48,overcast clouds,5.3505,48.5268,Iftin hotel hobyo
366,Palafrugell,ES,70.43,clear sky,41.9174,3.1631,Hotel La Torre
367,Kerman,IR,77.05,few clouds,30.2832,57.0788,هتل آپارتمان آسام
368,Rodrigues Alves,BR,64.65,few clouds,-7.738,-72.6509,Pousada Aconchego
369,Nyurba,RU,63.25,broken clouds,63.2842,118.3319,"Гостиница ""Comfort"""
370,Cayenne,GF,81.09,clear sky,4.9333,-52.3333,Hôtel Le Dronmi
371,Tazovskiy,RU,56.62,moderate rain,67.4667,78.7,TazHostel
372,Cabo San Lucas,MX,94.3,few clouds,22.8909,-109.9124,Vista Roof Restaurant
373,Biltine,TD,83.03,overcast clouds,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
374,Nizhneudinsk,RU,76.93,overcast clouds,54.9076,99.0276,Gostinitsa Magistral'
375,Yar-Sale,RU,42.24,light rain,66.8333,70.8333,Yalemd
376,Acarau,BR,76.77,broken clouds,-2.8856,-40.12,castelo pizzaria
377,Jumla,NP,65.14,scattered clouds,29.2747,82.1838,Royal Garden Hotel
378,Kingston,JM,76.24,overcast clouds,17.997,-76.7936,The Jamaica Pegasus Hotel
379,Acajutla,SV,79.25,overcast clouds,13.5928,-89.8275,Laureles
380,Kulhudhuffushi,MV,82.65,overcast clouds,6.6221,73.07,Haajy Guest House 1
382,Akyab,MM,84.22,scattered clouds,20.15,92.9,Hotel Memory
383,Bubaque,GW,80.44,overcast clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
384,Majene,ID,81.03,overcast clouds,-3.5403,118.9707,Kost Putri RABBANI
385,Los Llanos De Aridane,ES,65.95,overcast clouds,28.6585,-17.9182,Valle Aridane
386,Saint-Alexandre,FR,67.19,clear sky,44.2278,4.6214,Hôtel Le Valaurie
389,Vao,NC,71.06,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
390,Kendal,GB,51.6,few clouds,54.3268,-2.7476,Castle Green Hotel - managed by Legacy Hotels and Resorts
391,Zhigansk,RU,50.99,light rain,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
392,Dunedin,NZ,45.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
393,Dawson Creek,CA,62.2,scattered clouds,55.7666,-120.2362,Peace Villa Motel
394,Usinsk,RU,45.99,clear sky,65.9939,57.5281,Dobro Pozhalovaty
395,Boyolangu,ID,81.23,overcast clouds,-8.1181,111.8935,Yos ega cv
396,Balkanabat,TM,81.88,clear sky,39.5108,54.3671,Nebitchi Hotel
397,Kulachi,PK,92.01,clear sky,31.9286,70.4592,Technical Zafran Mobile Zon kulachi
398,Waingapu,ID,82.69,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
399,Moose Factory,CA,46.76,overcast clouds,51.2585,-80.6094,Cree Village Eco Lodge
400,Coihaique,CL,38.01,clear sky,-45.5752,-72.0662,Diego De Almagro Coyhaique
402,Montepuez,MZ,58.57,few clouds,-13.1256,38.9997,PembaAparthotel
403,Sidvokodvo,SZ,52.66,clear sky,-26.6282,31.4202,Rider's Ranch
404,Vernon,CA,70.16,overcast clouds,50.2581,-119.2691,Prestige Vernon Lodge and Conference Centre
405,Anadyr,RU,61.3,clear sky,64.75,177.4833,Отке17.ру — жильё для командированных
406,Puerto Montt,CL,49.03,overcast clouds,-41.4698,-72.9447,Gran Hotel Vicente Costanera
407,San Ramon,US,73.38,broken clouds,37.7799,-121.978,San Ramon Marriott
408,Tondano,ID,80.69,overcast clouds,1.3038,124.9112,Villa Bella
409,Yakeshi,CN,64.54,light rain,49.2833,120.7333,Longhua Hotel
410,Shache,CN,80.44,overcast clouds,38.4167,77.2406,Delong Hotel
411,Ponoka,CA,58.87,overcast clouds,52.6768,-113.5815,Ponoka Stampeder Inn
412,Valparaiso,CL,53.47,overcast clouds,-33.0393,-71.6273,Hotel Ultramar
413,Souillac,MU,71.83,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
414,Lasa,IT,59.36,overcast clouds,46.6166,10.7002,Pension Feldgärtenhof
415,Bikapur,IN,93.69,clear sky,26.6,82.1333,Hotel Tirupati
417,Japura,ID,79.83,overcast clouds,-0.3167,102.35,Rumah mbah Jamah
418,Phan Thiet,VN,85.15,broken clouds,10.9333,108.1,Hotel Saigon-PT
419,Mlawa,PL,56.93,overcast clouds,53.1128,20.3841,Fast-Fol sp.j. Gadomscy
420,Aksu,CN,86.2,overcast clouds,41.1231,80.2644,Pudong Holiday Hotel
421,Axim,GH,76.23,few clouds,4.8699,-2.2405,Axim Beach Resort And Spa
422,Chapais,CA,56.98,light rain,49.7834,-74.8492,Hôtel Opémiska
423,Kismayo,SO,78.28,scattered clouds,-0.3582,42.5454,Agan-Hotel
424,Teguise,ES,66.42,overcast clouds,29.0605,-13.564,B&B La Casona de Nazaret
425,Kindu,CD,68.63,overcast clouds,-2.95,25.95,Résidence Okanda
426,Burkburnett,US,95.88,clear sky,34.0979,-98.5706,Best Western Red River Inn
427,Tommot,RU,65.01,overcast clouds,58.9564,126.2925,Gostinitsa Tommot
428,Crotone,IT,72.19,clear sky,39.0851,17.1178,Helios Hotel
429,Mount Isa,AU,67.77,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
430,Leshukonskoye,RU,54.54,overcast clouds,64.8989,45.7622,Pryalitsa Hostel
431,Pastavy,BY,47.93,broken clouds,55.1168,26.8326,Mini gostinitca Shirki
432,Gimli,CA,59.09,overcast clouds,50.6336,-96.9907,Lakeview Gimli Resort
433,Fukue,JP,68.83,moderate rain,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
434,Revelstoke,CA,68.22,broken clouds,50.9832,-118.2023,Best Western Plus Revelstoke
435,Maningrida,AU,81.82,overcast clouds,-12.0667,134.2667,Dhukurrdji Lodge
436,Cordoba,AR,59.76,clear sky,-31.4135,-64.1811,Hotel Sussex
438,Vardo,NO,46.38,few clouds,70.3705,31.1107,Vardø Hotel AS
439,Berlevag,NO,44.55,overcast clouds,70.8578,29.0864,Kvitbrakka
440,Gola Gokarannath,IN,94.33,clear sky,28.0833,80.4667,Vikas Home
441,Charters Towers,AU,65.34,clear sky,-20.1,146.2667,Cattleman's Rest Motor Inn
442,Tricase,IT,69.31,few clouds,39.9304,18.3553,Hotel Adriatico
443,Aragarcas,BR,65.48,broken clouds,-15.8975,-52.2508,Pousada Tropical
444,Santa Catalina,PH,85.87,overcast clouds,9.3337,122.8637,BreakWater Beach Sta Catalina Negros Oriental
445,Rio Grande,BR,51.12,broken clouds,-32.035,-52.0986,Hotel Atlântico Rio Grande
446,Ararat,AM,59.34,scattered clouds,39.8317,44.7049,NORSED MOTEL/НОРСЕД МОТЕЛЬ/ՆՈՐՍԵԴ ՄՈԹԵԼ
448,Upata,VE,71.19,overcast clouds,8.0086,-62.3989,Posada Villa Nela
449,Nanortalik,GL,36.25,overcast clouds,60.1432,-45.2371,Hotel Kap Farvel
450,Morlaix,FR,53.65,clear sky,48.5833,-4.0,Titulipe
451,Langsa,ID,81.41,overcast clouds,4.4683,97.9683,OYO 3328 Hotel Mori
452,Coihueco,CL,41.74,mist,-36.6167,-71.8333,Frutillares Centro Coihueco
453,Palmas Bellas,PA,79.25,overcast clouds,9.2319,-80.0867,Antigua Residencia Galván
454,Port Augusta,AU,59.38,few clouds,-32.5,137.7667,Majestic Oasis Apartments
455,Port Hardy,CA,53.19,few clouds,50.6996,-127.4199,Airport Inn-Port Hardy
456,Banes,CU,78.91,overcast clouds,20.9625,-75.7186,Hostal Iván y yailet
457,Gazanjyk,TM,80.42,clear sky,39.2446,55.5154,Railway motel
458,Derzhavinsk,KZ,64.35,overcast clouds,51.1,66.3167,Ooo.khim Baza
459,Linhares,BR,70.27,broken clouds,-19.3911,-40.0722,Hotel Conceição
460,Warrington,GB,55.51,broken clouds,53.3925,-2.5802,Villaggio Hotel
462,Iqaluit,CA,40.69,overcast clouds,63.7506,-68.5145,Frobisher Inn
464,Anamur,TR,72.95,clear sky,36.0751,32.8369,Luna Piena Beach Hotel
465,Kawalu,ID,79.38,overcast clouds,-7.3817,108.2082,West Jontor
467,Kutum,SD,77.18,scattered clouds,14.2,24.6667,Dibbo areaمنطقة دبو
468,Sukumo,JP,77.81,light rain,32.9333,132.7333,Sukumojo
469,Geraldton,AU,64.81,overcast clouds,-28.7667,114.6,Broadwater Mariner Resort
470,Raudeberg,NO,49.96,light rain,61.9875,5.1352,Nordre Silda.
471,Bambanglipuro,ID,80.26,overcast clouds,-7.95,110.2833,Puri Brata
472,Tiksi,RU,45.55,broken clouds,71.6872,128.8694,Arktika
474,Alyangula,AU,78.53,few clouds,-13.8483,136.4192,Groote Eylandt Lodge
475,Halifax,CA,61.52,overcast clouds,44.6453,-63.5724,Hotel Halifax
476,Kuvshinovo,RU,57.58,overcast clouds,57.0295,34.1725,Каменка
477,Colares,PT,71.33,clear sky,38.7992,-9.4469,Arribas Sintra Hotel
479,Skaudvile,LT,49.17,overcast clouds,55.4167,22.6167,"Laimes Ratas, Sodyba"
480,Champerico,GT,77.32,overcast clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
481,Iracoubo,GF,77.88,few clouds,5.4802,-53.2011,Le Gîte d’Iracoubo
482,Bom Jesus,BR,76.46,overcast clouds,-9.0744,-44.3586,Hotel Brasão & Floricultura Bella Flor
483,Pointe Michel,DM,81.88,clear sky,15.25,-61.3833,Castle Comfort Lodge Dive Dominica
484,Sabang,ID,82.67,overcast clouds,5.8933,95.3214,Hotel Citra
485,Santiago Del Estero,AR,55.11,clear sky,-27.7951,-64.2615,Apartamentos Castelli 90
486,Chengde,CN,71.04,scattered clouds,40.9725,117.9361,Super 8 Hotel
487,Nachalovo,RU,66.13,clear sky,46.338,48.2013,VILLA`RI
488,Miri,MY,79.92,overcast clouds,4.4148,114.0089,"Mega Hotel, Miri"
489,Diu,IN,83.14,overcast clouds,20.7141,70.9822,Hotel Relax Inn
490,Nelson Bay,AU,61.09,clear sky,-32.7167,152.15,Mantra Nelson Bay
491,Tay Ninh,VN,85.23,overcast clouds,11.3,106.1,Thanh Tuyền Hotel
492,Viedma,AR,55.9,overcast clouds,-40.8135,-62.9967,Hotel Cristal
493,Krasnogorskoye,RU,70.09,broken clouds,52.2953,86.1979,"Gostinitsa - Baza Otdykha ""Krasnogor'ye"""
494,Vizianagaram,IN,83.71,broken clouds,18.1167,83.4167,Anupriya Residency
495,Lorengau,PG,85.35,clear sky,-2.0226,147.2712,Lorengau Harbourside Hotel
497,Havoysund,NO,43.03,overcast clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
499,Harboore,DK,48.18,scattered clouds,56.6175,8.1807,Harboøre Hotel
500,Cananeia,BR,54.14,clear sky,-25.0147,-47.9267,Pousada Ancoradouro
501,Goldsboro,US,77.14,clear sky,35.3849,-77.9928,Hampton Inn Goldsboro
502,Faya,SA,64.92,clear sky,18.3851,42.4509,املاك خالد الشعشوع
503,De-Kastri,RU,61.25,few clouds,51.4667,140.7833,Somon Hotel
505,Sangamner,IN,77.05,overcast clouds,19.5667,74.2167,Hotel Panchavati Sangamner
506,Takoradi,GH,76.05,broken clouds,4.8845,-1.7554,Raybow International Hotel
507,Biak,ID,82.18,broken clouds,-0.9131,122.8766,Penginapan Kim
508,Korla,CN,89.19,overcast clouds,41.7597,86.1469,Gulisitan Hotel
509,Zhongshu,CN,68.94,overcast clouds,24.5167,103.7667,Xintianlong Hotel
510,Solnechnyy,RU,77.36,few clouds,50.7214,136.6319,Hotel complex Pastoral
511,Ambon,ID,87.94,few clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
512,Port-Cartier,CA,56.75,overcast clouds,50.0334,-66.8654,Le Q'Artier
513,Merke,KZ,70.3,light rain,42.8728,73.1786,Gostinitsa Merki
515,Anderson,US,83.03,clear sky,34.5334,-82.6499,The Bleckley Inn
516,Namibe,AO,67.84,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
517,Pangobilian,PH,86.23,broken clouds,8.8011,117.8594,Sir Brooke's Resort
518,Krasnoselkup,RU,68.54,few clouds,65.7,82.4667,Krasnosel'kupnefteprodukt
519,Xichang,CN,63.37,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
520,Matara,LK,79.66,overcast clouds,5.9485,80.5353,Amaloh Boutique Resort
521,San Quintin,MX,66.81,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
522,Kavaratti,IN,82.54,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
523,Rivadavia,AR,49.17,broken clouds,-33.1905,-68.4608,Posada Del Fin Del Mundo
525,Ilhabela,BR,59.02,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
526,Drogheda,IE,52.27,broken clouds,53.7189,-6.3478,The Westcourt Hotel
527,Bacolod,PH,85.57,broken clouds,10.6667,122.95,Planta Hotel & Residences
528,Kiruna,SE,49.12,overcast clouds,67.8557,20.2251,Camp Ripan
529,Roald,NO,54.16,light rain,62.5833,6.1333,Flem Cabins
530,Nuuk,GL,33.75,overcast clouds,64.1835,-51.7216,Vandrehuset
531,Buala,SB,85.32,clear sky,-8.145,159.5921,Maringe Lagoon Lodge
532,Pacific Grove,US,71.22,haze,36.6177,-121.9166,Lovers Point Inn
533,Traverse City,US,55.83,scattered clouds,44.7631,-85.6206,Bayshore Resort
534,Muyezerskiy,RU,51.55,clear sky,63.9333,31.65,"Gostinitsa Ooo ""Lzkh ""Ledmozerskoye"""
535,Brigantine,US,69.03,clear sky,39.4101,-74.3646,Legacy Vacation Resorts - Brigantine Beach
536,Bereda,ES,61.41,overcast clouds,43.2686,-7.5406,Pazo de Verdes
537,Nenjiang,CN,63.91,heavy intensity rain,49.1833,125.2167,Nenjiang Apartment
538,Northam,GB,55.38,few clouds,51.0333,-4.2167,Durrant House Hotel
539,San Rafael,AR,51.15,overcast clouds,-34.6177,-68.3301,Hotel San Rafael
540,Port Macquarie,AU,61.9,clear sky,-31.4333,152.9167,Rydges Port Macquarie
541,Inhambane,MZ,66.74,clear sky,-23.865,35.3833,Oceano
542,Cascais,PT,71.51,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
543,Turan,VN,89.58,clear sky,16.0678,108.2208,Grand Mercure Danang
544,Omboue,GA,74.25,few clouds,-1.5746,9.2618,Hotel Olako
545,Byron Bay,AU,62.71,broken clouds,-28.65,153.6167,Backpackers Inn
546,Inirida,CO,70.16,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
547,Homer,US,64.04,clear sky,59.6425,-151.5483,Beluga Lake Lodge
548,Erenhot,CN,67.51,broken clouds,43.6475,111.9767,Erenhot Rurouni Youth Hostel
549,Pemangkat,ID,80.85,overcast clouds,1.1667,108.9667,Ramah Kost KITA
550,Campos Gerais,BR,52.65,overcast clouds,-21.235,-45.7586,Hotel Paraíso
551,Makueni,KE,57.96,broken clouds,-1.8041,37.6203,WOTE TECHNICAL HOSTELS
552,Van,TR,67.35,scattered clouds,38.4924,43.3831,Elite World Van Hotel
553,Havre,FR,55.8,clear sky,49.5833,0.3333,gite bois jourdain
554,Berea,US,74.46,thunderstorm,41.3662,-81.8543,Comfort Inn Cleveland Airport
555,Saryagash,KZ,69.76,scattered clouds,41.4511,69.1701,fatyCentre Paradise
556,Kenai,US,63.03,mist,60.5544,-151.2583,Aspen Extended Stay Suites
557,Sfantu Gheorghe,RO,60.26,clear sky,45.8667,25.7833,Hotel Park
558,Calahorra,ES,67.91,clear sky,42.3051,-1.9652,Parador de Calahorra
559,Springdale,US,86.83,clear sky,36.1867,-94.1288,Springdale Inn
560,Jackson,US,57.07,overcast clouds,42.4165,-122.8345,Agate Village Apartments
561,Yarada,IN,84.52,mist,17.65,83.2667,Yarada Jungle Beach Resorts
562,Kibala,TD,72.46,moderate rain,9.1104,18.3463,hotel safari
563,Burgeo,CA,53.65,overcast clouds,47.6167,-57.6152,Gillett's Motel
564,Benxi,CN,71.92,overcast clouds,41.2886,123.765,Yaju Business Hotel
565,Sakassou,CI,71.67,overcast clouds,7.4546,-5.2926,Parents de Damienne
566,Salto Del Guaira,PY,46.09,clear sky,-24.0625,-54.3069,7 Saltos Resort
567,Kokkola,FI,53.76,clear sky,63.8385,23.1307,Hotel Kokkola
568,Butterworth,MY,86.05,few clouds,5.3991,100.3638,Cititel Penang
569,Tevriz,RU,56.88,broken clouds,57.509,72.4042,Postoyalyy Dvor
571,Labytnangi,RU,48.6,overcast clouds,66.6572,66.4183,Priuralye Hotel
572,Tallahassee,US,82.33,scattered clouds,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
573,Petropavlovsk-Kamchatskiy,RU,66.79,clear sky,53.0452,158.6483,The Hotel Petropavlovsky
574,Serenje,ZM,46.26,clear sky,-13.2325,30.2352,The Kabaso's
575,San Jeronimo,PE,45.59,few clouds,-11.9472,-75.2829,Tuki Llajta Pueblo Bonito Eco Lodge
576,Urucara,BR,72.59,light rain,-2.5364,-57.76,Pousada Maria Bonita
577,Caridad,PH,87.98,heavy intensity rain,10.8315,124.7518,LGS Scandinavia Resort
579,Salinopolis,BR,78.53,clear sky,-0.6136,-47.3561,Salinas Park Resort Maçarico AP101
580,Ontario,US,89.4,smoke,34.0633,-117.6509,Capri Motel
581,Hasaki,JP,73.8,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
582,Stornoway,GB,50.94,broken clouds,58.2093,-6.3865,Caladh Inn
583,Tigzirt,DZ,71.8,scattered clouds,36.8886,4.1198,Bloc D tazoumbirt (amar)
585,Elizabeth City,US,75.22,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
586,Pachino,IT,70.93,clear sky,36.7186,15.0907,Il Veliero
587,Dwarka,IN,84.85,broken clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
588,Asfi,MA,68.63,scattered clouds,32.2994,-9.2372,Hôtel Abda
589,Chongwe,ZM,49.01,clear sky,-15.3292,28.682,Grakas Lodge
590,Borovoy,RU,71.69,clear sky,55.4333,86.0833,Tsimus
591,Saryozek,KZ,72.86,overcast clouds,44.3583,77.9753,Gostinitsa
592,Yatou,CN,73.72,broken clouds,37.15,122.3833,GreenTree Hotel Rongcheng Bus Station
593,Mildura,AU,54.07,overcast clouds,-34.2,142.15,Mercure Hotel Mildura
594,Murray Bridge,AU,56.12,broken clouds,-35.1167,139.2667,Balcony On Sixth Lodge
596,Linguere,SN,77.92,broken clouds,15.3953,-15.1193,AYO Casablanca
597,Salamanca,ES,74.75,clear sky,40.8333,-6.0,Palacio Carrascalino
598,Pueblo,US,92.16,clear sky,38.2545,-104.6091,Courtyard by Marriott Pueblo Downtown
599,Batemans Bay,AU,56.1,clear sky,-35.7167,150.1833,Batemans Bay Marina Resort
600,Aras,ES,61.21,clear sky,42.5617,-2.356,Jardines de Viana Spa
601,Pangkalanbuun,ID,81.59,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
602,Magadan,RU,54.54,scattered clouds,59.5667,150.8,Magadan hotel
604,Grand Baie,MU,70.45,scattered clouds,-20.0182,57.5802,Trou aux Biches Beachcomber Golf Resort & Spa
605,Huarmey,PE,63.93,clear sky,-10.0681,-78.1522,Hotel Miramar
607,Mamallapuram,IN,86.05,overcast clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
608,Buenos Aires,AR,52.99,clear sky,-34.6132,-58.3772,Hotel NH Buenos Aires City
609,Vodnyy,RU,49.26,few clouds,63.5046,53.4095,Каменка
610,Kailua,US,85.98,broken clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
611,Tigil,RU,43.45,moderate rain,57.8,158.6667,Tigil'
612,Unhel,IN,79.86,overcast clouds,23.3333,75.5667,Dhakad Dharmashala
613,Kaputa,ZM,62.85,clear sky,-8.4689,29.6619,Chelelwa Charlets
614,San Policarpo,PH,83.79,overcast clouds,12.1791,125.5072,Agapita M. Nicart
615,Trinidad,BO,55.08,clear sky,-14.8333,-64.9,Hotel Piesta
616,Ketovo,RU,52.32,clear sky,55.355,65.3258,Usadba Divnaya
617,Neiafu,TO,83.08,scattered clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
618,Charqueada,BR,52.48,overcast clouds,-22.5097,-47.7781,Hotel Serra do Itaqueri
620,Ternate,ID,84.07,scattered clouds,0.8,127.4,Sahid Bela Ternate Hotel
621,Muisne,EC,75.94,overcast clouds,0.6,-80.0333,Quinta Samay
622,Turukhansk,RU,66.34,overcast clouds,65.8167,87.9833,"ООО ""Туруханская пушнина"""
623,Capoterra,IT,70.54,clear sky,39.1763,8.9718,Ariedo Bed And Breakfast
624,San,ML,86.68,broken clouds,13.3034,-4.8956,Hôtel Teriya
625,Reconquista,AR,47.14,clear sky,-29.15,-59.65,Grand Hotel
627,Coquimbo,CL,49.73,broken clouds,-29.9533,-71.3436,Hotel San Juan
628,Ler,SS,77.23,overcast clouds,8.3018,30.1418,Leer Humanitarian Hub
629,Quelimane,MZ,66.15,scattered clouds,-17.8786,36.8883,Hotel Flamingo
630,Codrington,AU,55.2,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
631,Nishihara,JP,82.45,broken clouds,26.1842,127.7558,Minshuku Agaihama
632,Marshall,US,83.08,clear sky,34.3834,-86.3333,Riverview Campground
633,Zhangye,CN,79.12,clear sky,38.9342,100.4517,Zhangye Lvzhou Holiday Inn
634,La Ronge,CA,57.16,broken clouds,55.1001,-105.2842,Northland Motor Hotel
635,El Dorado,US,67.17,overcast clouds,38.7666,-120.5177,South Fork Group Campground
636,Changqing,CN,86.25,clear sky,36.5575,116.7272,Hanting Hotel Jinan Changqing West Jingshi Road
637,Natal,BR,74.05,few clouds,-5.795,-35.2094,Villa Park Hotel | Natal
638,Stara Vyzhivka,UA,55.58,broken clouds,51.4376,24.44,Дача на Світязі
640,Xacmaz,AZ,66.47,overcast clouds,41.4635,48.806,Ulduz Hotel
641,Nayudupeta,IN,79.68,overcast clouds,13.9,79.9,Hotel Manju
643,Shenzhen,CN,87.22,overcast clouds,22.5455,114.0683,Grand Skylight
644,Mmathubudukwane,BW,49.35,clear sky,-24.6,26.4333,Gill Sleepover Guesthouse
645,Puerto Madryn,AR,59.79,overcast clouds,-42.7692,-65.0385,Hotel Tolosa
646,Saint-Joseph,RE,68.38,light rain,-21.3667,55.6167,"""Plantation Bed and Breakfast"
647,Denpasar,ID,82.06,broken clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
648,Juegang,CN,71.98,overcast clouds,32.3174,121.1855,Rudong Y Hotel
649,Vestmannaeyjar,IS,48.02,overcast clouds,63.4427,-20.2734,Glamping & Camping
650,Shido,JP,75.58,overcast clouds,34.3233,134.1733,スペースインピア
651,Ciudad Bolivar,VE,76.17,overcast clouds,8.1222,-63.5497,Hotel Edi
652,Ferme-Neuve,CA,55.89,broken clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
653,Linxia,CN,65.66,overcast clouds,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
654,Guanaja,HN,80.67,overcast clouds,16.4,-85.9,Parrot Beach
655,Camacha,PT,63.82,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
656,Saint-Georges,GD,79.43,clear sky,12.0564,-61.7485,Radisson Grenada Beach Resort
659,Innisfail,AU,71.69,clear sky,-17.5333,146.0333,Moondarra Motel
660,Ovalle,CL,56.62,clear sky,-30.5983,-71.2003,Hotel Altos de Tuqui
661,Bima,ID,83.62,overcast clouds,-8.4667,118.7167,Lambitu Hotel
662,Strezhevoy,RU,62.26,few clouds,60.7333,77.5889,Sibiryachka
663,Mandan,US,71.58,broken clouds,46.8267,-100.8896,Twin City Estates
664,Itaituba,BR,71.85,overcast clouds,-4.2761,-55.9836,Hotel Campos
665,Pontes E Lacerda,BR,54.14,clear sky,-15.2261,-59.3353,Hotel Bressan
666,Tuy Hoa,VN,88.16,overcast clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
667,Puerto Colombia,CO,77.09,overcast clouds,10.9878,-74.9547,Hotel El Emigrante
668,Oudtshoorn,ZA,59.9,overcast clouds,-33.5907,22.2014,Earthbound Guest House
669,Singosari,ID,79.48,overcast clouds,-7.8924,112.6658,Solaris Hotel
670,Manado,ID,88.57,scattered clouds,1.487,124.8455,Aryaduta Hotel
671,Marsh Harbour,BS,81.37,clear sky,26.5412,-77.0636,Abaco Beach Resort
672,Lata,PT,66.81,clear sky,40.1629,-8.3327,Casa Maquia
673,Lebork,PL,54.91,overcast clouds,54.5392,17.7501,Vega
674,Honiara,SB,87.44,clear sky,-9.4333,159.95,Heritage Park Hotel
675,Sibolga,ID,83.03,scattered clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
676,Otane,NZ,56.01,clear sky,-39.8833,176.6333,Ludlow Farmstay
677,Marrakesh,MA,84.27,scattered clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
678,Fredericksburg,US,76.44,clear sky,38.3032,-77.4605,Courtyard by Marriott Fredericksburg Historic District
679,Quatre Cocos,MU,70.09,light rain,-20.2078,57.7625,Sunrise Attitude Hotel
680,Broome,US,66.61,few clouds,42.2506,-75.833,Chenango Valley State Park
681,Nemuro,JP,46.87,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
683,Brandon,US,82.89,clear sky,27.9378,-82.2859,Embassy Suites by Hilton Tampa Brandon
